nom,prenom,occupation,age,taille,poids,options,genre,label
D ANGLETERRE,Marilou,Travail:temps plein,24,1.66,67,4,Amerique,0
DE BURGONDIE,SolEne,Travail:temps plein,27,1.81,51,4,Afrique,0
DE MONTMORENCY,Jeanne,Etudiante,24,1.66,50,4,Afrique,1
MALTAIS,Stephanie,Travail:temps partiel,24,1.7,66,3,La France,1
DE GASCOGNE,Lea,Travail:temps partiel,24,1.66,67,3,Asie,1
DE VERMANDOIS,Ysaline,Etudiante,24,1.74,61,4,La France,1
DE HALLEWIN,Coralie,Travail:temps plein,25,1.68,66,3,Afrique,0
DE THURINGE,Barbara,Travail:temps plein,22,1.7,49,3,Europe (autre que la France),0
BOULIANNE,Florine,Travail:temps partiel,24,1.75,68,3,La France,1
DE COURTENAY,Prune,Travail:temps partiel,24,1.65,62,3,Afrique,1
DE HAINAUT,Hermione,Travail:temps plein,25,1.83,47,4,Afrique,0
D eGYPTE,Jade,Travail:temps partiel,26,1.65,49,4,Asie,1
D ANGOULEME,Lucile,Etudiante,26,1.69,64,3,Asie,1
DE SAVOIE,Coralie,Travail:temps partiel,24,1.75,68,3,Europe (autre que la France),1
DE WISIGOTHIE,Athenais,Travail:temps plein,22,1.66,64,4,Amerique,0
LACHARITe,Gwenaelle,Travail:temps partiel,24,1.71,55,4,Afrique,1
DE WISIGOTHIE,Margot,Travail:temps plein,26,1.73,57,4,Amerique,0
SNIVELY,Claire,Travail:temps plein,27,1.77,61,4,Europe (autre que la France),0
MALTAIS,Morgane,Travail:temps plein,26,1.81,65,3,Afrique,0
SNAVELY,Margot,Travail:temps partiel,24,1.69,67,3,Amerique,1
DE LUXEMBOURG,Rose,Travail:temps plein,24,1.8,53,3,La France,0
D AUTRICHE,Artemis,Travail:temps plein,22,1.78,46,3,La France,0
DE WISIGOTHIE,Colette,Etudiante,25,1.65,57,4,Amerique,1
GAUDREAULT,Florine,Travail:temps partiel,26,1.84,48,3,Amerique,1
DE CHAMPAGNE,Jacinthe,Etudiante,27,1.69,50,4,Europe (autre que la France),1
DE BURGONDIE,Ambre,Travail:temps partiel,22,1.77,55,4,Europe (autre que la France),1
DE ROHAN,Albane,Travail:temps partiel,23,1.84,56,4,La France,1
DE SAVOIE,Colette,Travail:temps partiel,22,1.7,68,4,Europe (autre que la France),1
DE HALLUIN,Evangeline,Etudiante,24,1.68,46,3,Asie,1
DE HALLUIN,Zelie,Travail:temps plein,22,1.77,49,3,Asie,0
DE MONTCLAR,Celine,Travail:temps partiel,27,1.72,68,3,Asie,1
BUJOLD,Theodora,Travail:temps plein,24,1.74,60,3,La France,0
DE PROVENCE,Ambrine,Travail:temps plein,23,1.83,49,4,Europe (autre que la France),0
DE CHAMPAGNE,Marylou,Etudiante,27,1.75,56,4,Amerique,1
DE CASTILLE,Jeanne,Etudiante,23,1.76,51,3,Afrique,1
DE THURINGE,Clarisse,Travail:temps plein,25,1.78,51,3,Europe (autre que la France),0
DE HAINAUT,Flore,Travail:temps partiel,25,1.66,62,3,Europe (autre que la France),1
DE MONTMORENCY,Gwenaelle,Travail:temps partiel,24,1.69,67,4,Amerique,1
DE DANEMARK,Prune,Travail:temps plein,23,1.75,63,3,Asie,0
DE TOXANDRIE,Lina,Travail:temps plein,22,1.67,67,3,Asie,0
DE PROVENCE,Emma,Travail:temps partiel,24,1.65,50,3,Afrique,1
LACHARITe,Thais,Travail:temps plein,27,1.81,62,4,Europe (autre que la France),0
DE HALLEWIN,Evangeline,Travail:temps partiel,25,1.84,64,4,Asie,1
DE TOXANDRIE,Adelie,Etudiante,27,1.69,65,4,Afrique,1
DE LOMBARDIE,Zelie,Travail:temps plein,27,1.72,48,3,Amerique,0
DE THURINGE,Celine,Travail:temps partiel,22,1.73,67,3,La France,1
DE NAVARRE,Albane,Etudiante,22,1.77,67,3,Afrique,1
D ANGOULEME,Aimee,Travail:temps plein,25,1.82,54,4,Asie,0
DE COURTENAY,Aimee,Travail:temps plein,23,1.71,64,3,Afrique,0
DE HALLUIN,Aubane,Etudiante,23,1.76,61,3,Amerique,1
D ANGLETERRE,Clemence,Travail:temps plein,22,1.77,53,4,Amerique,0
BOULIANNE,Olivia,Travail:temps plein,25,1.8,55,4,Amerique,0
D AQUITAINE,Clara,Travail:temps plein,23,1.74,65,4,La France,0
DE COLOGNE,Brune,Travail:temps partiel,26,1.7,59,3,Europe (autre que la France),1
D ALeMANIE,Melodie,Etudiante,23,1.71,65,3,Asie,1
DE DANEMARK,Lou,Travail:temps partiel,24,1.81,52,3,La France,1
D ANGLETERRE,Alix,Etudiante,25,1.73,65,4,La France,1
D ALeMANIE,Clara,Etudiante,23,1.72,67,3,La France,1
DE COLOGNE,Alix,Travail:temps partiel,23,1.66,59,4,Afrique,1
LACHARITe,Amandine,Etudiante,23,1.83,52,4,Europe (autre que la France),1
SNAVELY,Noelie,Travail:temps plein,22,1.67,59,3,La France,0
DE HAINAUT,Gwenaelle,Etudiante,26,1.71,46,4,Afrique,1
DE NAVARRE,Melodie,Travail:temps plein,27,1.74,59,3,Asie,0
LACHARITe,SolEne,Travail:temps plein,22,1.78,66,3,Amerique,0
DE THURINGE,Sixtine,Travail:temps plein,27,1.75,58,3,Amerique,0
D ALeMANIE,Agathe,Travail:temps plein,26,1.78,49,4,Asie,0
DE HALLEWIN,Noelie,Travail:temps partiel,24,1.82,55,4,Europe (autre que la France),1
DE ROME,Catherine,Travail:temps partiel,24,1.84,65,4,Afrique,1
DE HAINAUT,Jeanne,Etudiante,26,1.68,62,4,Afrique,1
SANDOZ GENDRE,Fantine,Travail:temps plein,26,1.78,62,3,La France,0
SCHNEBLI,Alexine,Etudiante,26,1.67,53,4,La France,1
GOBEIL,Tiphaine,Travail:temps plein,24,1.79,66,4,Afrique,0
DE DANEMARK,Bertille,Etudiante,24,1.65,46,4,La France,1
SNIVELY,Thais,Travail:temps plein,23,1.7,63,3,La France,0
DE PROVENCE,Iris,Travail:temps partiel,24,1.75,68,4,Europe (autre que la France),1
MALTAIS,Marine,Travail:temps plein,26,1.81,48,3,La France,0
CAROLINGIEN,Emmanuelle,Travail:temps plein,25,1.68,59,3,Afrique,0
SANDOZ GENDRE,Lena,Travail:temps plein,27,1.66,67,3,Europe (autre que la France),0
DE WISIGOTHIE,Celeste,Travail:temps partiel,24,1.79,49,4,Afrique,1
GOBEIL,Margot,Travail:temps plein,25,1.73,49,4,Amerique,0
DE PROVENCE,Victoria,Travail:temps plein,26,1.72,61,4,Europe (autre que la France),0
DE HALLEWIN,Amandine,Travail:temps partiel,23,1.75,46,4,Afrique,1
DE NORMANDIE,Isaure,Travail:temps partiel,23,1.73,51,3,La France,1
D ANGOULEME,Elise,Travail:temps partiel,27,1.79,53,3,Europe (autre que la France),1
DE HALLUIN,Anna,Travail:temps plein,24,1.72,67,4,Amerique,0
GOBEIL,Hermione,Travail:temps partiel,22,1.66,48,4,Asie,1
SNIVELY,Laureline,Travail:temps plein,27,1.74,64,4,Asie,0
D ALeMANIE,Claire,Travail:temps partiel,27,1.82,63,4,La France,1
DE MONTMORENCY,Lou,Travail:temps partiel,25,1.72,67,4,Amerique,1
MALTAIS,Daphne,Etudiante,26,1.71,53,4,Afrique,1
DE NAVARRE,Estelle,Travail:temps plein,27,1.66,54,4,Amerique,0
DE WISIGOTHIE,Lydia,Etudiante,22,1.83,65,4,Europe (autre que la France),1
CAROLINGIEN,Brune,Etudiante,23,1.82,66,4,La France,1
GAUDREAULT,Nathalie,Travail:temps partiel,24,1.69,57,4,Amerique,1
DE HAINAUT,Flavie,Travail:temps plein,26,1.71,66,4,Amerique,0
BUJOLD,AdEle,Etudiante,27,1.82,63,4,Asie,1
DE GASCOGNE,Lou,Travail:temps plein,25,1.81,52,3,Amerique,0
DE LIMOGES,Victoire,Travail:temps plein,24,1.76,55,4,La France,0
DE HALLUIN,Aude,Travail:temps partiel,25,1.74,67,3,Afrique,1
DE TOXANDRIE,Amandine,Travail:temps plein,24,1.81,55,4,Asie,0
DE LOMBARDIE,AngEle,Etudiante,26,1.78,68,4,Asie,1
DE CASTILLE,Estelle,Etudiante,25,1.82,57,4,Amerique,1
D ANGLETERRE,Solenn,Travail:temps plein,22,1.74,68,4,La France,0
DE HALLEWIN,Chloe,Travail:temps partiel,24,1.74,67,3,Amerique,1
DE CHAMPAGNE,Capucine,Travail:temps partiel,27,1.74,50,4,Amerique,1
DE CHAMPAGNE,Eugenie,Etudiante,24,1.67,50,4,Europe (autre que la France),1
BUJOLD,Chloe,Travail:temps plein,22,1.71,67,3,Asie,0
CAROLINGIEN,Lauriane,Travail:temps plein,22,1.68,47,4,Amerique,0
DE MONTMORENCY,Gwenaelle,Travail:temps plein,26,1.8,49,4,La France,0
DE BAVIERE,Sibylle,Travail:temps partiel,26,1.69,54,3,Amerique,1
DE GASCOGNE,Leonie,Travail:temps plein,26,1.83,52,3,Afrique,0
DE NORMANDIE,Marine,Etudiante,22,1.83,67,4,Europe (autre que la France),1
D ANGLETERRE,Bertille,Travail:temps plein,27,1.75,52,4,Asie,0
GOBEIL,Marceline,Etudiante,27,1.75,47,4,La France,1
DE THURINGE,Nathalie,Etudiante,26,1.74,67,4,Amerique,1
D eGYPTE,Aubane,Travail:temps plein,24,1.81,61,4,Asie,0
WUETRICH,Luce,Etudiante,26,1.69,54,3,Europe (autre que la France),1
LACHARITe,Lucie,Travail:temps partiel,23,1.65,59,4,La France,1
DE SAXE,Grace,Etudiante,23,1.78,55,4,La France,1
SANDOZ GENDRE,Abigail,Travail:temps partiel,26,1.69,59,3,La France,1
SANDOZ GENDRE,Aimee,Etudiante,26,1.65,56,3,Afrique,1
DE CHAMPAGNE,Agathe,Travail:temps partiel,25,1.77,65,3,Europe (autre que la France),1
DE WISIGOTHIE,Marianne,Etudiante,24,1.71,60,3,Europe (autre que la France),1
BOULIANNE,Laureline,Travail:temps plein,22,1.79,53,3,La France,0
DE VERMANDOIS,Philippine,Travail:temps partiel,25,1.84,52,4,Europe (autre que la France),1
SANDOZ GENDRE,Anais,Travail:temps plein,24,1.78,64,4,Europe (autre que la France),0
DE COLOGNE,Margaux,Travail:temps plein,22,1.81,58,3,Afrique,0
DE ROHAN,Isaure,Travail:temps plein,23,1.73,50,4,Europe (autre que la France),0
D AQUITAINE,Olivia,Travail:temps plein,23,1.73,46,3,La France,0
DE ROHAN,Manon,Travail:temps plein,26,1.73,52,3,Afrique,0
BOULIANNE,Adeline,Etudiante,27,1.78,55,3,Amerique,1
DE TOULOUSE,Flavie,Travail:temps plein,25,1.8,66,3,Asie,0
DE SAVOIE,Eliane,Travail:temps plein,23,1.72,52,4,Amerique,0
D AUTRICHE,Mathilde,Travail:temps plein,23,1.68,55,3,Afrique,0
DE SAXE,Adelie,Travail:temps partiel,26,1.74,54,3,Afrique,1
D ALeMANIE,Flore,Travail:temps plein,24,1.78,68,3,La France,0
DE WISIGOTHIE,Catherine,Travail:temps partiel,24,1.79,52,4,Amerique,1
DE DANEMARK,Aglae,Travail:temps plein,26,1.68,63,3,Asie,0
D AUSTRASIE,AdEle,Travail:temps plein,27,1.68,60,3,Afrique,0
BOULIANNE,Aimee,Etudiante,22,1.73,51,4,Amerique,1
DE TOULOUSE,Nathalie,Travail:temps plein,22,1.68,58,4,Amerique,0
DE BAVIERE,Jeanne,Travail:temps plein,24,1.81,56,3,Asie,0
DE NORMANDIE,Line,Travail:temps partiel,27,1.78,47,3,La France,1
DE ROME,LaurEne,Etudiante,25,1.75,52,3,Asie,1
SNIVELY,France,Travail:temps plein,22,1.8,68,3,Amerique,0
BOULIANNE,Louise,Travail:temps partiel,27,1.7,57,3,Amerique,1
DE BAVIERE,Aglae,Travail:temps partiel,24,1.76,51,3,La France,1
D AUTRICHE,Colette,Etudiante,22,1.78,53,4,Amerique,1
DE CASTILLE,Aglae,Travail:temps plein,24,1.79,48,4,Afrique,0
SNIVELY,AngEle,Travail:temps partiel,23,1.68,59,4,La France,1
DE HALLEWIN,Leonie,Travail:temps plein,24,1.82,64,4,Afrique,0
D AUTRICHE,Lucie,Travail:temps plein,27,1.75,52,3,La France,0
DE ROHAN,Grace,Travail:temps plein,25,1.68,68,3,Asie,0
DE DANEMARK,Olivia,Etudiante,27,1.75,51,4,La France,1
D eGYPTE,Suzon,Travail:temps plein,22,1.71,52,3,Europe (autre que la France),0
DE SAXE,Ludivine,Etudiante,24,1.78,66,3,La France,1
DE PROVENCE,Eve,Etudiante,22,1.76,56,3,La France,1
DE ROME,Athenais,Travail:temps partiel,26,1.83,55,4,Asie,1
DE TOULOUSE,Flore,Travail:temps partiel,22,1.68,60,3,Afrique,1
DE COURTENAY,Marion,Travail:temps partiel,23,1.75,60,4,Afrique,1
D ALeMANIE,Margot,Travail:temps partiel,25,1.83,65,4,La France,1
DE MONTMORENCY,Catherine,Etudiante,22,1.66,65,3,Asie,1
BOULIANNE,Manon,Etudiante,27,1.7,62,3,Europe (autre que la France),1
DE DANEMARK,Artemis,Travail:temps plein,27,1.78,54,3,Afrique,0
SANDOZ GENDRE,Victoria,Travail:temps partiel,22,1.68,53,3,Afrique,1
DE TOULOUSE,Catherine,Etudiante,25,1.78,61,4,Afrique,1
DE HALLEWIN,Violette,Travail:temps plein,26,1.8,49,4,Amerique,0
D ANGOULEME,Lucile,Etudiante,22,1.81,54,4,Europe (autre que la France),1
GAUDREAULT,Aline,Travail:temps partiel,24,1.76,63,4,La France,1
CAROLINGIEN,Adeline,Etudiante,22,1.66,47,3,Afrique,1
SNAVELY,Jacinthe,Travail:temps partiel,25,1.69,52,3,Europe (autre que la France),1
DE SAVOIE,Luce,Etudiante,22,1.8,49,4,Afrique,1
DE ROME,Celeste,Travail:temps plein,26,1.79,57,3,Asie,0
DE LOMBARDIE,Aubane,Travail:temps plein,26,1.84,64,3,La France,0
SCHNEBLI,Athenais,Travail:temps partiel,26,1.74,58,4,Amerique,1
DE NORMANDIE,Tatiana,Travail:temps plein,25,1.66,55,4,Afrique,0
DE NAVARRE,Armelle,Travail:temps plein,26,1.84,48,3,Europe (autre que la France),0
DE DANEMARK,Emmanuelle,Travail:temps partiel,24,1.66,62,4,Amerique,1
DE GASCOGNE,Blanche,Travail:temps partiel,26,1.78,55,3,Asie,1
SCHNEBLI,AdEle,Etudiante,27,1.67,51,4,Afrique,1
DE DANEMARK,Nathalie,Travail:temps partiel,23,1.72,65,4,Amerique,1
DE PROVENCE,Fantine,Travail:temps partiel,27,1.66,60,4,Afrique,1
DE DANEMARK,Florine,Travail:temps partiel,24,1.73,64,3,Afrique,1
DE THURINGE,Amandine,Travail:temps plein,22,1.78,61,4,Afrique,0
CAROLINGIEN,Eglantine,Travail:temps partiel,25,1.73,59,4,Amerique,1
DE HAINAUT,Cyrielle,Travail:temps plein,24,1.76,68,3,Amerique,0
DE COURTENAY,Leonie,Travail:temps plein,22,1.67,48,4,La France,0
DE ROME,Daphne,Travail:temps plein,26,1.76,57,4,La France,0
DE TOXANDRIE,Jacinthe,Etudiante,23,1.8,51,4,La France,1
DE BURGONDIE,Jade,Travail:temps partiel,26,1.84,68,4,Amerique,1
SANDOZ GENDRE,Lise,Travail:temps partiel,25,1.72,67,4,Amerique,1
DE LIMOGES,Lydia,Etudiante,27,1.74,53,4,Asie,1
SCHNEBLI,AngEle,Travail:temps plein,23,1.72,63,3,Europe (autre que la France),0
DE LUXEMBOURG,Sixtine,Travail:temps plein,27,1.79,47,3,Europe (autre que la France),0
DE MONTMORENCY,Manon,Travail:temps plein,22,1.82,53,3,Europe (autre que la France),0
DE TOXANDRIE,Penelope,Travail:temps partiel,26,1.8,63,3,Asie,1
D ANGOULEME,Isaure,Travail:temps partiel,26,1.67,63,4,Afrique,1
DE VERMANDOIS,Victoire,Travail:temps partiel,26,1.74,50,3,La France,1
DE TOULOUSE,Capucine,Etudiante,26,1.66,49,4,Afrique,1
D eGYPTE,Eglantine,Travail:temps plein,25,1.84,62,4,Amerique,0
D ANGOULEME,Violette,Travail:temps partiel,22,1.76,66,4,Afrique,1
DE LUXEMBOURG,Audrey,Etudiante,25,1.71,62,3,La France,1
CAROLINGIEN,Romane,Travail:temps plein,25,1.77,54,3,La France,0
D ANGOULEME,Alice,Travail:temps partiel,26,1.82,66,4,La France,1
DE BURGONDIE,Gwenaelle,Etudiante,26,1.68,59,3,Europe (autre que la France),1
DE COLOGNE,Lauriane,Travail:temps plein,26,1.81,60,3,Amerique,0
CAROLINGIEN,Armelle,Travail:temps plein,22,1.65,56,3,Afrique,0
DE HAINAUT,Lydia,Travail:temps plein,22,1.84,49,3,Afrique,0
DE TOXANDRIE,Lucie,Travail:temps partiel,24,1.67,63,4,Afrique,1
BUJOLD,Hermine,Etudiante,22,1.78,51,3,Amerique,1
DE HALLEWIN,Noelie,Etudiante,27,1.8,59,3,La France,1
DE MONTCLAR,Penelope,Etudiante,24,1.79,47,4,Asie,1
DE BURGONDIE,Clara,Etudiante,23,1.73,58,4,Asie,1
DE SAVOIE,Capucine,Etudiante,22,1.72,61,3,Asie,1
D AQUITAINE,Line,Travail:temps partiel,25,1.82,53,3,Afrique,1
D ALeMANIE,Celeste,Travail:temps plein,24,1.7,56,3,La France,0
DE ROME,Charlotte,Etudiante,27,1.78,53,4,Europe (autre que la France),1
DE GASCOGNE,Prune,Travail:temps plein,26,1.66,57,4,Amerique,0
DE WISIGOTHIE,Albane,Travail:temps plein,27,1.8,68,4,Europe (autre que la France),0
DE DANEMARK,Louise,Etudiante,22,1.82,60,3,Europe (autre que la France),1
DE LOMBARDIE,Marilou,Travail:temps partiel,24,1.8,61,4,Amerique,1
DE SAVOIE,Aure,Etudiante,26,1.69,47,4,Asie,1
DE DANEMARK,Marine,Travail:temps partiel,23,1.75,59,3,La France,1
D AUTRICHE,Chloe,Travail:temps partiel,27,1.69,67,3,Afrique,1
SANDOZ GENDRE,Coralie,Travail:temps partiel,22,1.76,50,3,La France,1
DE WISIGOTHIE,Claire,Travail:temps plein,25,1.76,66,4,Amerique,0
CAROLINGIEN,Anais,Travail:temps plein,23,1.7,49,3,La France,0
D eGYPTE,Maria,Travail:temps plein,22,1.77,56,4,Amerique,0
D eGYPTE,Fleur,Travail:temps plein,22,1.83,63,4,Europe (autre que la France),0
DE CASTILLE,MylEne,Etudiante,27,1.79,51,3,Afrique,1
DE HAINAUT,Romane,Travail:temps plein,25,1.83,63,3,Asie,0
D ALeMANIE,AngEle,Travail:temps plein,23,1.78,52,4,La France,0
GOBEIL,AdEle,Travail:temps plein,23,1.65,52,4,La France,0
DE VERMANDOIS,Clarisse,Travail:temps partiel,26,1.8,55,4,Amerique,1
DE MONTMORENCY,Solenn,Travail:temps partiel,25,1.71,55,3,Asie,1
BUJOLD,Aude,Etudiante,25,1.7,55,4,Asie,1
DE VERMANDOIS,Auxane,Etudiante,25,1.73,66,4,La France,1
DE WISIGOTHIE,AdEle,Travail:temps plein,25,1.81,66,3,Afrique,0
DE LOMBARDIE,Colette,Travail:temps partiel,23,1.79,47,4,La France,1
DE NORMANDIE,Claire,Etudiante,26,1.77,51,3,Afrique,1
DE ROHAN,Camille,Travail:temps plein,26,1.83,54,4,Europe (autre que la France),0
SNAVELY,Zelie,Travail:temps partiel,26,1.79,47,3,Asie,1
DE WISIGOTHIE,Clara,Travail:temps plein,22,1.84,48,3,Europe (autre que la France),0
DE VERMANDOIS,Laureline,Travail:temps partiel,26,1.65,60,3,Asie,1
DE COURTENAY,Audrey,Etudiante,26,1.79,55,3,La France,1
DE THURINGE,Adelaide,Etudiante,25,1.74,47,4,La France,1
SNIVELY,Lise,Travail:temps plein,23,1.79,56,3,Afrique,0
DE BURGONDIE,Philippine,Travail:temps plein,24,1.65,48,3,Europe (autre que la France),0
DE SAVOIE,Hermione,Etudiante,26,1.68,55,3,Europe (autre que la France),1
DE NAVARRE,HelEne,Travail:temps plein,27,1.65,65,4,Amerique,0
DE LIMOGES,Angelique,Travail:temps plein,25,1.65,46,4,Afrique,0
DE SAVOIE,Athenais,Etudiante,23,1.71,62,4,Asie,1
DE TOXANDRIE,Abigail,Etudiante,27,1.78,51,4,Europe (autre que la France),1
DE THURINGE,Alix,Travail:temps plein,25,1.71,53,4,Amerique,0
DE DANEMARK,Blandine,Travail:temps partiel,24,1.69,52,4,Amerique,1
LACHARITe,Barbara,Travail:temps plein,26,1.65,63,3,Asie,0
SANDOZ GENDRE,Eve,Travail:temps partiel,23,1.77,55,3,Europe (autre que la France),1
DE HALLEWIN,Theodora,Travail:temps partiel,24,1.83,64,4,Asie,1
DE GASCOGNE,Eugenie,Travail:temps plein,27,1.76,60,3,Amerique,0
D ALeMANIE,Ludivine,Etudiante,22,1.66,56,4,Afrique,1
DE MONTCLAR,Sibylle,Etudiante,23,1.79,57,4,Afrique,1
DE SAXE,Elise,Travail:temps partiel,26,1.69,48,3,Amerique,1
DE HALLUIN,Apolline,Travail:temps partiel,22,1.78,53,3,Asie,1
D ALeMANIE,Manon,Etudiante,23,1.66,62,3,Afrique,1
DE GASCOGNE,Eugenie,Etudiante,22,1.67,67,3,Europe (autre que la France),1
DE CHAMPAGNE,Apolline,Travail:temps partiel,24,1.67,53,4,Afrique,1
DE NAVARRE,Lea,Etudiante,22,1.77,46,4,La France,1
DE PROVENCE,Florine,Etudiante,27,1.68,68,4,La France,1
DE BAVIERE,Daphne,Etudiante,22,1.74,46,4,Asie,1
DE TOXANDRIE,Esther,Travail:temps partiel,26,1.78,59,4,Amerique,1
DE TOXANDRIE,MylEne,Travail:temps partiel,22,1.76,51,3,La France,1
DE LIMOGES,Adelie,Travail:temps plein,25,1.7,68,3,La France,0
DE ROHAN,Noelie,Travail:temps plein,25,1.83,55,3,Afrique,0
D ANGLETERRE,AngEle,Travail:temps plein,25,1.83,51,4,Europe (autre que la France),0
D AUTRICHE,Angelique,Travail:temps partiel,22,1.66,46,4,Asie,1
DE LOMBARDIE,Alix,Travail:temps partiel,22,1.8,53,4,Amerique,1
DE TOULOUSE,Luce,Travail:temps plein,26,1.67,61,4,Afrique,0
DE LOMBARDIE,Maria,Travail:temps plein,24,1.81,57,4,Europe (autre que la France),0
DE CASTILLE,Colette,Travail:temps plein,24,1.72,66,4,Amerique,0
DE LOMBARDIE,Chloe,Etudiante,25,1.65,68,4,Asie,1
DE THURINGE,Celine,Travail:temps partiel,23,1.74,49,3,Asie,1
DE MONTMORENCY,Stephanie,Etudiante,22,1.72,66,3,Europe (autre que la France),1
D AUSTRASIE,Lyne,Travail:temps partiel,27,1.76,47,4,Asie,1
DE WISIGOTHIE,Lou,Travail:temps plein,27,1.79,49,4,Asie,0
DE HALLEWIN,Aline,Travail:temps partiel,24,1.72,51,3,La France,1
D AUTRICHE,Sixtine,Travail:temps partiel,24,1.83,59,3,Europe (autre que la France),1
DE HAINAUT,Suzon,Travail:temps partiel,23,1.8,48,4,La France,1
D AUSTRASIE,Colette,Etudiante,23,1.81,47,3,Afrique,1
DE MONTCLAR,Armelle,Travail:temps plein,23,1.78,64,3,Amerique,0
DE COLOGNE,Amelie,Etudiante,22,1.72,65,4,La France,1
D eGYPTE,Aude,Travail:temps plein,26,1.69,57,3,Amerique,0
D ANGLETERRE,Marceline,Etudiante,22,1.79,66,3,Europe (autre que la France),1
DE LIMOGES,Chloe,Etudiante,24,1.74,61,3,Europe (autre que la France),1
DE ROHAN,Clarisse,Etudiante,25,1.76,67,3,Amerique,1
GOBEIL,Estelle,Travail:temps partiel,23,1.83,55,4,Amerique,1
D eGYPTE,Isaure,Etudiante,23,1.77,51,3,Afrique,1
DE NORMANDIE,Eleonore,Travail:temps partiel,23,1.78,68,4,Afrique,1
D ANGLETERRE,Clara,Travail:temps plein,22,1.82,65,3,Afrique,0
DE WISIGOTHIE,Angelique,Travail:temps partiel,26,1.84,47,3,La France,1
DE COURTENAY,Abigaelle,Etudiante,26,1.8,48,4,Asie,1
WUETRICH,Sarah,Etudiante,24,1.73,66,4,Asie,1
SCHNEBLI,Zoe,Etudiante,23,1.68,54,3,Europe (autre que la France),1
DE LOMBARDIE,Blandine,Etudiante,25,1.7,54,3,Afrique,1
DE NORMANDIE,Eugenie,Travail:temps plein,25,1.7,47,4,Afrique,0
DE NORMANDIE,Amandine,Etudiante,26,1.7,56,4,Afrique,1
GOBEIL,Armance,Etudiante,23,1.77,50,4,Afrique,1
DE HALLUIN,Hermine,Etudiante,24,1.79,50,3,Afrique,1
GOBEIL,Lucie,Travail:temps plein,24,1.7,46,4,Amerique,0
D ANGOULEME,Brune,Travail:temps partiel,26,1.71,66,3,Europe (autre que la France),1
D AUTRICHE,Eglantine,Etudiante,23,1.72,65,3,La France,1
DE NORMANDIE,Margot,Travail:temps partiel,23,1.79,49,4,La France,1
D AQUITAINE,Penelope,Travail:temps partiel,25,1.79,55,3,Afrique,1
DE VERMANDOIS,Chloe,Etudiante,24,1.65,67,4,Amerique,1
DE SAXE,Abigaelle,Travail:temps plein,27,1.67,49,4,Asie,0
BOULIANNE,France,Etudiante,24,1.77,55,3,La France,1
GAUDREAULT,Philippine,Travail:temps partiel,22,1.78,53,3,Afrique,1
DE BAVIERE,Camille,Travail:temps partiel,25,1.66,49,3,Amerique,1
DE ROME,Lena,Etudiante,27,1.7,58,3,Europe (autre que la France),1
DE WISIGOTHIE,Agathe,Travail:temps partiel,22,1.83,52,4,La France,1
DE HALLEWIN,Jeanne,Travail:temps partiel,26,1.82,60,3,Afrique,1
DE THURINGE,Brune,Etudiante,22,1.72,58,4,Amerique,1
DE SAVOIE,Audrey,Travail:temps partiel,26,1.79,62,4,Amerique,1
D AQUITAINE,Victoire,Etudiante,22,1.74,55,4,Europe (autre que la France),1
DE HALLUIN,Abigaelle,Travail:temps partiel,24,1.73,51,3,Amerique,1
DE COURTENAY,Berenice,Etudiante,22,1.8,57,4,Europe (autre que la France),1
D AUSTRASIE,Charlotte,Travail:temps plein,25,1.78,47,4,La France,0
DE PROVENCE,Philippine,Travail:temps plein,27,1.68,64,3,Europe (autre que la France),0
DE VERMANDOIS,Eve,Travail:temps plein,22,1.7,57,3,Afrique,0
SCHNEBLI,Adelaide,Travail:temps plein,24,1.67,56,4,Asie,0
DE NAVARRE,Cyrielle,Etudiante,26,1.72,54,4,Amerique,1
DE SAXE,Capucine,Etudiante,24,1.66,47,3,La France,1
SNAVELY,Marceline,Travail:temps plein,26,1.7,47,3,Europe (autre que la France),0
DE LOMBARDIE,Sixtine,Travail:temps partiel,25,1.78,51,4,Asie,1
DE CASTILLE,Grace,Travail:temps partiel,26,1.71,53,3,La France,1
DE NORMANDIE,Adelaide,Etudiante,25,1.76,54,3,La France,1
DE TOXANDRIE,Emma,Etudiante,26,1.7,65,4,Asie,1
DE VERMANDOIS,Athenais,Travail:temps plein,22,1.78,62,3,La France,0
D ANGOULEME,Jade,Travail:temps plein,24,1.69,59,3,Europe (autre que la France),0
DE HALLEWIN,Victoria,Etudiante,27,1.65,62,4,Asie,1
BUJOLD,Auxane,Travail:temps partiel,27,1.82,65,3,Asie,1
DE COURTENAY,Aline,Travail:temps partiel,23,1.79,53,4,Amerique,1
D ANGOULEME,Celeste,Travail:temps partiel,25,1.72,63,4,La France,1
D AQUITAINE,Sixtine,Travail:temps partiel,23,1.77,67,3,Afrique,1
DE HALLUIN,Flore,Etudiante,25,1.76,48,3,Afrique,1
DE MONTMORENCY,Eliane,Travail:temps partiel,27,1.81,53,4,Asie,1
DE FRANCIE,Ambrine,Travail:temps plein,27,1.65,48,3,Afrique,0
DE MONTMORENCY,Capucine,Etudiante,24,1.8,57,4,Asie,1
SANDOZ GENDRE,Philippine,Travail:temps plein,27,1.82,51,3,Amerique,0
BUJOLD,Sixtine,Travail:temps partiel,27,1.81,47,4,Afrique,1
DE VERMANDOIS,Elisabeth,Travail:temps plein,22,1.67,47,4,Afrique,0
